e_form,vpa,gap pbe,a,c,beta,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData minimum Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData range NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData mode NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData mean NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData avg_dev SpaceGroupNumber
-2.094,17.681,0.0,4.455,4.455,90.0,90.0,-0.88,8.0,64.0,56.0,21.4,17.04,8.0,87.0,84.0,58.2,34.56,87.0,15.9994,48.8693,43.35228,15.9994,54.8,1531.2,417.386,54.8,1.0,15.0,10.4,6.72,2.0,3.2,1.44,2.0,66.0,64.08,66.0,0.82,2.62,1.1664,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,1.0,1.0,0.2,0.0,7.0,7.0,1.4,1.0,9.0,5.8,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,7.0,0.0,1.0,4.56,26.49433333,20.8672,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.094,18.664,0.0,4.536,4.536,90.0,90.0,-1.739,8.0,90.0,82.0,38.8,36.96,8.0,87.0,71.0,69.6,21.44,87.0,15.9994,96.125252,96.1510224,15.9994,54.8,1968.2,484.344,54.8,3.0,13.0,12.6,4.08,2.0,3.8,2.16,2.0,66.0,49.44,66.0,1.3,2.14,0.8592,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.4,0.0,14.0,14.0,2.8,4.0,22.0,9.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,2.08,16.98451724,9.45542069,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.08
-2.094,12.425,0.0,3.961,3.961,90.0,90.0,1.37,8.0,74.0,66.0,32.6,29.52,8.0,87.0,58.0,68.2,22.56,87.0,15.9994,78.15271,74.583972,15.9994,54.8,3640.2,1097.68,54.8,3.0,13.0,11.4,5.52,2.0,3.6,1.92,2.0,66.0,53.76,66.0,1.21,2.23,0.7944,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,4.0,4.0,0.8,0.0,14.0,14.0,4.6,6.0,14.0,9.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0,1.2,1.92,0.0,0.0,5.0,0.0,2.0,1.68,15.02033333,7.0984,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.094,12.675,0.0,5.53,7.513,90.0,90.0,0.022,8.0,78.0,70.0,32.6,29.52,8.0,87.0,66.0,69.0,21.6,87.0,15.9994,77.61644,73.940448,15.9994,54.8,1986.6,715.76,54.8,3.0,13.0,12.2,4.56,2.0,3.6,1.92,2.0,66.0,48.72,66.0,1.155,2.285,0.8268,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,9.0,9.0,1.8,0.0,14.0,14.0,3.8,6.0,18.0,9.8,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.2,0.32,0.0,0.0,9.0,0.0,2.0,2.24,15.2355,7.4428,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-2.093,15.048,1.537,6.121,6.121,56.9,56.9,2.677,8.0,91.0,83.0,38.8,36.96,8.0,87.0,69.0,69.0,21.6,87.0,15.9994,95.2001258,95.04087096,15.9994,54.8,1790.2,669.346,54.8,3.0,13.0,12.4,4.32,2.0,3.8,2.16,2.0,66.0,48.96,66.0,1.5,1.94,0.6816,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,14.0,14.0,3.2,5.0,20.0,9.6,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,12.0,0.0,1.0,6.16,13.839,5.6808,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.6
-2.092,18.145,0.0,4.493,4.493,90.0,90.0,-0.79,8.0,64.0,56.0,25.0,20.4,8.0,87.0,83.0,58.4,34.32,87.0,15.9994,58.1432,50.57256,15.9994,54.8,1531.2,412.572,54.8,1.0,15.0,10.4,6.72,2.0,3.4,1.68,2.0,66.0,68.16,66.0,0.82,2.62,1.1664,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,1.0,1.0,0.2,0.0,7.0,7.0,1.4,1.0,9.0,5.8,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,7.0,0.0,1.0,4.56,30.0175,25.095,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.092,12.146,0.0,3.931,3.931,90.0,90.0,-2.198,8.0,90.0,82.0,25.0,26.0,8.0,87.0,85.0,55.8,37.44,87.0,15.9994,60.60520586,68.57314166,15.9994,54.8,1968.2,511.654,54.8,1.0,15.0,10.4,6.72,2.0,3.2,1.52,2.0,66.0,57.6,66.0,0.93,2.51,1.116,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,2.0,2.0,0.4,0.0,0.0,0.0,0.0,1.0,5.0,4.6,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,1.0,2.0,17.78566667,10.4168,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2
-2.091,18.654,0.0,4.535,4.535,90.0,90.0,-0.732,8.0,55.0,47.0,23.6,18.72,8.0,87.0,82.0,55.6,37.68,87.0,15.9994,53.96190038,45.55500046,15.9994,54.8,1744.2,452.998,54.8,1.0,15.0,10.4,6.72,2.0,3.4,1.68,2.0,66.0,72.48,66.0,0.79,2.65,1.1688,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,5.0,4.4,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,1.0,2.32,35.089,32.2704,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.089,18.867,0.0,5.46,10.825,90.0,90.0,-20.254,8.0,42.0,34.0,20.6,15.12,8.0,87.0,83.0,63.0,28.8,87.0,15.9994,45.8852,35.86296,15.9994,54.8,2841.2,674.572,54.8,1.0,15.0,11.0,6.0,2.0,3.2,1.44,2.0,66.0,58.08,66.0,0.82,2.62,0.936,3.44,1.0,1.0,0.48,2.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,0.4,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,1.36,26.7455,25.5908,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16
-2.088,13.292,0.0,4.051,4.051,90.0,90.0,2.908,8.0,93.0,85.0,30.0,26.4,8.0,87.0,65.0,73.4,20.56,87.0,15.9994,71.98396,67.181472,15.9994,54.8,1035.2,434.28,54.8,3.0,13.0,13.2,4.08,2.0,3.4,1.68,2.0,66.0,42.48,66.0,1.36,2.08,0.8016,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,4.0,4.0,0.8,6.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,10.0,0.0,2.0,5.36,13.58875,5.3805,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.96
-2.087,9.5,0.0,3.622,3.622,90.0,90.0,-1.396,3.0,67.0,64.0,18.8,19.28,8.0,87.0,86.0,59.0,33.6,87.0,6.941,43.973904,48.3825664,15.9994,54.8,1692.2,473.018,54.8,1.0,15.0,10.4,6.72,2.0,2.8,1.28,2.0,66.0,45.12,66.0,0.98,2.46,1.1208,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,11.0,2.2,1.0,12.0,6.4,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.4,14.92833333,6.988,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.085,15.533,0.0,4.266,4.266,90.0,90.0,-0.31,8.0,83.0,75.0,35.0,32.4,8.0,87.0,52.0,76.4,16.56,87.0,15.9994,84.84752,82.617744,15.9994,54.8,1715.2,495.76,54.8,3.0,13.0,13.2,4.08,2.0,3.6,1.92,2.0,66.0,49.2,66.0,1.24,2.2,0.8688,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,14.0,14.0,5.2,6.0,23.0,12.2,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.32,18.17,10.878,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.24
-2.084,13.031,0.834,4.024,4.024,90.0,90.0,0.35,8.0,51.0,43.0,19.2,13.44,8.0,87.0,76.0,71.4,24.16,87.0,15.9994,42.9428224,32.33210688,15.9994,54.8,1759.2,576.436,54.8,3.0,13.0,13.2,4.08,2.0,3.0,1.2,2.0,66.0,42.48,66.0,1.36,2.08,0.8328,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,0.0,0.0,0.0,3.0,12.0,7.2,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,2.0,2.16,16.222,8.5404,9.105,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.03e-06,0.0,80.64
-2.084,13.86,0.0,4.108,4.108,90.0,90.0,-0.544,8.0,40.0,32.0,18.8,12.96,8.0,87.0,43.0,74.8,14.64,87.0,15.9994,40.92044,29.905248,15.9994,54.8,2073.2,597.016,54.8,4.0,12.0,12.8,3.84,2.0,3.0,1.2,2.0,66.0,39.6,66.0,1.33,2.11,0.936,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.4,0.0,0.0,0.0,0.0,4.0,8.0,6.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,2.08,12.894,4.5468,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-2.083,17.103,0.0,4.406,4.406,90.0,90.0,-2.213,8.0,57.0,49.0,23.8,18.96,8.0,87.0,79.0,56.4,36.72,87.0,15.9994,54.904734,46.6864008,15.9994,54.8,1138.2,481.48,54.8,2.0,14.0,10.6,6.48,2.0,3.4,1.68,2.0,66.0,64.8,66.0,0.95,2.49,1.1592,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,2.0,4.0,4.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,2.4,23.6885,17.5002,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-2.083,12.18,0.0,3.934,3.934,90.0,90.0,1.315,8.0,43.0,35.0,21.2,15.84,8.0,87.0,75.0,65.2,26.16,87.0,15.9994,46.98081,37.177692,15.9994,54.8,2375.2,878.68,54.8,3.0,13.0,11.6,5.28,2.0,3.2,1.44,2.0,66.0,49.2,66.0,1.22,2.22,0.9024,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,5.0,5.0,1.2,0.0,0.0,0.0,0.0,3.0,4.0,5.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,2.8,3.36,0.0,0.0,0.0,0.0,2.0,2.4,14.793,7.0288,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-2.082,12.982,0.0,4.019,4.019,90.0,90.0,2.814,8.0,80.0,72.0,35.4,32.88,8.0,87.0,39.0,76.0,13.2,87.0,15.9994,85.907216,83.8893792,15.9994,54.8,3235.2,737.744,54.8,5.0,11.0,13.0,3.6,2.0,3.6,1.92,2.0,66.0,40.8,66.0,1.5,1.94,0.8112,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.6,0.0,14.0,14.0,5.6,6.0,20.0,12.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,7.0,1.4,2.24,0.0,0.0,0.0,0.0,0.0,1.76,14.13451724,6.03542069,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.04
-2.082,8.35,0.0,3.469,3.469,90.0,90.0,-0.822,5.0,63.0,58.0,18.4,17.84,8.0,87.0,62.0,71.6,18.64,87.0,10.811,42.15464,43.923744,15.9994,54.8,2293.2,721.48,54.8,3.0,13.0,12.8,3.92,2.0,2.8,1.28,2.0,66.0,40.8,66.0,1.185,2.255,0.8772,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,1.4,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,1.92,14.1895,8.9082,9.105,0.0,1.524,0.3048,0.0,0.0,0.0,0.0,0.0,0.0,89.04
-2.079,17.934,2.177,6.353,6.353,59.5,59.5,-19.044,8.0,41.0,33.0,16.8,10.56,8.0,87.0,84.0,62.2,29.76,87.0,15.9994,36.000576,24.0014112,15.9994,54.8,2695.2,650.186,54.8,1.0,15.0,10.8,6.24,2.0,3.0,1.2,2.0,66.0,56.4,66.0,0.82,2.62,1.0704,3.44,1.0,1.0,0.48,2.0,0.0,4.0,4.0,4.0,4.0,0.8,0.0,0.0,0.0,0.0,1.0,5.0,4.8,0.0,1.0,0.4,0.0,0.0,2.0,2.0,2.0,0.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,1.0,1.68,23.72033333,19.75453333,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16
-2.079,14.002,0.0,4.122,4.122,90.0,90.0,2.379,8.0,72.0,64.0,29.6,25.92,8.0,90.0,45.0,79.2,13.68,87.0,15.9994,70.81764,65.781888,15.9994,54.8,2451.2,678.612,54.8,4.0,12.0,13.6,3.84,2.0,3.4,1.68,2.0,66.0,43.44,66.0,1.3,2.14,0.8352,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.4,0.0,14.0,14.0,2.8,6.0,12.0,10.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,2.0,1.92,16.85566667,9.3008,9.105,0.0,0.464,0.0928,0.0,0.0,0.0,0.0,0.0,0.0,77.28
-2.078,15.155,0.0,4.232,4.232,90.0,90.0,-1.855,8.0,63.0,55.0,21.4,16.64,8.0,87.0,80.0,58.6,34.08,87.0,15.9994,48.00804,41.582384,15.9994,54.8,1060.2,474.88,54.8,2.0,14.0,10.6,6.48,2.0,3.2,1.44,2.0,66.0,58.08,66.0,1.0,2.44,1.1268,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,1.4,2.0,7.0,5.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.76,20.309,13.4448,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2
-2.078,18.986,0.0,6.452,6.452,60.0,60.0,-0.807,8.0,64.0,56.0,28.6,24.72,8.0,87.0,82.0,58.6,34.08,87.0,15.9994,67.63073038,61.95759646,15.9994,54.8,1531.2,410.398,54.8,1.0,15.0,10.4,6.72,2.0,3.6,1.92,2.0,66.0,73.92,66.0,0.79,2.65,1.1736,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,1.0,1.0,0.2,0.0,7.0,7.0,1.4,1.0,9.0,5.8,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,7.0,0.0,1.0,4.56,35.026,32.2956,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.076,12.477,0.0,3.966,3.966,90.0,90.0,0.279,8.0,90.0,82.0,31.6,28.32,8.0,87.0,71.0,66.6,24.48,87.0,15.9994,76.221252,72.2662224,15.9994,54.8,2552.2,958.88,54.8,3.0,13.0,11.8,5.04,2.0,3.6,1.92,2.0,66.0,52.8,66.0,1.3,2.14,0.8112,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,7.0,7.0,1.8,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,8.0,2.2,2.64,0.0,0.0,0.0,0.0,2.0,1.92,14.639,7.0924,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-2.076,9.417,0.0,3.611,3.611,90.0,90.0,-1.487,3.0,68.0,65.0,19.0,19.6,8.0,87.0,86.0,59.4,33.12,87.0,6.941,44.43964,49.127744,15.9994,54.8,1715.2,477.618,54.8,1.0,15.0,10.4,6.72,2.0,2.8,1.28,2.0,66.0,44.4,66.0,0.98,2.46,1.1184,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,12.0,2.4,1.0,13.0,6.6,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.32,14.89866667,6.9524,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.075,15.471,0.0,4.261,4.261,90.0,90.0,2.31,8.0,57.0,49.0,26.4,22.08,8.0,87.0,74.0,71.8,23.52,87.0,15.9994,61.732734,54.8800008,15.9994,54.8,1138.2,452.236,54.8,3.0,13.0,13.2,4.08,2.0,3.4,1.68,2.0,66.0,51.36,66.0,1.1,2.34,0.8952,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,0.0,0.0,0.0,3.0,12.0,7.2,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,2.0,2.16,19.1545,12.0594,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.64
-2.075,13.217,0.384,6.023,6.023,53.8,53.8,-3.538,8.0,67.0,59.0,24.0,19.2,8.0,87.0,54.0,71.6,18.48,87.0,15.9994,55.294904,47.1546048,15.9994,54.8,1692.2,653.834,54.8,3.0,13.0,12.4,4.32,2.0,3.2,1.44,2.0,66.0,46.08,66.0,1.23,2.21,0.9,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,11.0,11.0,2.2,6.0,7.0,8.4,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.4,13.82366667,6.763866667,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-2.075,16.596,0.0,4.362,4.362,90.0,90.0,3.863,8.0,91.0,83.0,27.6,25.36,8.0,87.0,69.0,65.0,26.4,87.0,15.9994,65.995112,66.0162992,15.9994,54.8,2128.2,838.48,54.8,3.0,13.0,11.2,5.76,2.0,3.4,1.68,2.0,66.0,53.04,66.0,1.5,1.94,0.9,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,3.0,3.0,0.8,0.0,2.0,2.0,0.4,5.0,1.0,5.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,3.2,3.84,0.0,0.0,12.0,0.0,2.0,5.76,13.101,4.8316,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.56
-2.074,11.208,0.0,3.827,3.827,90.0,90.0,1.342,8.0,30.0,22.0,15.2,8.64,8.0,87.0,44.0,74.6,14.88,87.0,15.9994,32.24904,19.499568,15.9994,54.8,1886.2,559.616,54.8,4.0,12.0,12.8,3.84,2.0,2.8,0.96,2.0,66.0,36.0,66.0,1.54,1.9,0.8856,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.4,0.0,0.0,0.0,0.0,4.0,8.0,6.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,2.08,11.593,2.9856,9.105,0.0,0.0,0.0,0.0,2.25e-05,2.25e-05,4.51e-06,7.21e-06,0.0,87.36
-2.074,17.23,0.0,5.423,10.268,90.0,90.0,-19.535,8.0,42.0,34.0,17.0,10.8,8.0,87.0,84.0,62.8,29.04,87.0,15.9994,36.6113,24.73428,15.9994,54.8,2841.2,679.386,54.8,1.0,15.0,11.0,6.0,2.0,3.0,1.2,2.0,66.0,54.0,66.0,0.82,2.62,0.936,3.44,1.0,1.0,0.48,2.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,0.4,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,1.36,23.22233333,19.95373333,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16
-2.073,11.614,0.0,5.371,7.708,90.0,90.0,2.353,8.0,44.0,36.0,17.6,11.52,8.0,87.0,80.0,64.8,26.64,87.0,15.9994,37.82924,26.195808,15.9994,54.8,2552.2,777.28,54.8,2.0,14.0,11.6,5.28,2.0,3.0,1.2,2.0,66.0,45.6,66.0,1.0,2.44,0.8832,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,7.0,7.0,1.4,0.0,0.0,0.0,0.0,2.0,6.0,5.6,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.8,15.719,8.8204,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-2.073,15.199,0.0,4.236,4.236,90.0,90.0,-2.614,8.0,67.0,59.0,20.6,18.56,8.0,87.0,54.0,72.4,17.52,87.0,15.9994,47.446704,46.9934464,15.9994,54.8,1692.2,566.88,54.8,2.0,14.0,10.6,6.48,2.0,3.0,1.2,2.0,66.0,48.24,66.0,1.23,2.21,1.0416,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,11.0,2.2,2.0,11.0,6.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.72,16.18766667,8.4992,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-2.072,14.675,0.0,4.186,4.186,90.0,90.0,-6.122,8.0,72.0,64.0,32.8,29.76,8.0,87.0,52.0,68.2,22.56,87.0,15.9994,78.74944,75.300048,15.9994,54.8,2451.2,888.08,54.8,3.0,13.0,11.0,6.0,2.0,3.6,1.92,2.0,66.0,55.68,66.0,1.24,2.2,1.0416,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.4,0.0,14.0,14.0,5.2,6.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,2.0,0.0,2.0,1.92,16.02,8.298,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-2.072,12.796,0.0,5.481,8.515,90.0,90.0,-4.175,8.0,21.0,13.0,11.2,3.92,8.0,87.0,85.0,54.8,38.64,87.0,15.9994,23.18877626,8.706854298,15.9994,54.8,1759.2,469.854,54.8,1.0,15.0,10.4,6.72,2.0,2.6,0.72,2.0,66.0,48.96,66.0,0.93,2.51,1.1016,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,5.0,4.4,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,1.0,2.32,15.75866667,7.9844,9.105,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.03e-06,0.0,95.76
-2.07,12.007,0.0,5.4,7.543,90.0,90.0,-0.016,8.0,65.0,57.0,27.0,22.8,8.0,87.0,58.0,70.4,19.92,87.0,15.9994,62.66871,56.003172,15.9994,54.8,1773.25,724.29,54.8,3.0,13.0,12.2,4.56,2.0,3.4,1.68,2.0,66.0,48.24,66.0,1.21,2.23,0.8328,3.44,0.0,2.0,0.64,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,9.0,9.0,1.8,6.0,5.0,7.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.12,14.69233333,6.817733333,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
