e_form,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData minimum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,maximum oxidation state,range oxidation state,std_dev oxidation state
-2.955,0.001,13.985,0.0,5.717,5.966,8.201,90.0,90.0,90.0,4.946,8.0,89.0,8.0,14.0,87.0,73.0,64.4,27.12,87.0,15.9994,227.0,211.0006,73.580916,69.0978192,15.9994,54.8,2750.0,2695.2,847.48,54.8,3.0,5.76,16.0,2.0,7.0,5.0,3.6,1.92,2.0,66.0,215.0,149.0,115.4,66.0,1.1,3.44,2.34,1.0032,3.44,1.0,2.0,1.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,4.0,4.0,1.2,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.2,0.96,0.0,1.0,1.0,0.2,0.0,2.0,1.2,0.96,9.0,9.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.4,2.88,44.5125,35.4075,18.0015,10.6758,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,3.0,5.0,3.273268354
-2.955,-0.002,13.999,0.0,5.6,6.202,8.061,90.0,90.0,90.0,-16.488,8.0,73.0,8.0,25.0,87.0,62.0,66.8,24.24,87.0,15.9994,180.94788,164.94848,76.182016,72.2191392,15.9994,54.8,3290.0,3235.2,909.88,54.8,3.0,5.76,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,198.0,132.0,113.2,66.0,1.185,3.44,2.255,1.0068,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,3.0,3.0,0.96,0.0,14.0,14.0,5.04,0.0,6.0,19.0,13.0,9.2,3.92,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,7.0,7.0,2.24,0.0,7.0,7.0,1.4,2.24,0.0,2.0,7.0,4.0,2.4,36.46,27.355,16.379,8.7288,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.8,104.16,12.0,4.0,6.0,3.380617019
-2.954,0.0,11.244,4.008,5.305,5.571,7.608,90.0,90.0,90.0,4.584,8.0,64.0,8.0,27.0,87.0,60.0,72.4,18.16,87.0,15.9994,157.25,141.2506,54.99424,46.793808,15.9994,54.8,1586.0,1531.2,410.662,54.8,3.0,3.92,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,196.0,130.0,103.2,66.0,1.2,3.44,2.24,0.9288,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.6,4.0,0.0,10.0,10.0,3.12,0.0,7.0,7.0,2.24,0.0,6.0,13.0,7.0,8.2,2.64,0.0,0.0,0.0,0.0,0.0,5.0,2.2,1.12,9.0,9.0,2.88,0.0,7.0,7.0,1.4,2.24,0.0,2.0,16.0,5.4,4.24,32.05,22.945,15.6445,7.8474,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.8,56.16,12.0,3.0,5.0,3.273268354
-2.954,0.957,17.189,0.0,4.413,4.413,4.413,90.0,90.0,90.0,3.178,8.0,94.0,8.0,13.0,87.0,74.0,59.6,32.88,87.0,15.9994,244.0,228.0006,86.180734,84.2176008,15.9994,54.8,1193.0,1138.2,454.08,54.8,3.0,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,207.0,141.0,118.4,66.0,1.1,3.44,2.34,1.08,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.32,0.0,6.0,6.0,1.92,0.0,3.0,8.0,5.0,5.8,1.12,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,2.88,0.0,8.0,8.0,1.6,2.56,0.0,2.0,9.0,4.6,3.12,36.8975,27.7925,16.4585,8.8242,9.105,0.0,0.0,0.0,0.0,0.0,0.318003638,0.318003638,0.063600728,0.101761164,0.0,11.0,194.0,183.0,48.2,58.32,12.0,3.0,5.0,3.273268354
-2.953,0.8,16.029,1.542,4.311,4.311,4.311,90.0,90.0,90.0,4.487,8.0,93.0,8.0,22.0,87.0,65.0,62.4,29.52,87.0,15.9994,237.0,221.0006,88.78471,87.342372,15.9994,54.8,1629.0,1574.2,542.08,54.8,3.0,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,194.0,128.0,116.4,66.0,1.21,3.44,2.23,1.0344,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.32,0.0,9.0,9.0,3.12,0.0,6.0,11.0,5.0,7.2,1.52,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,2.88,0.0,10.0,10.0,3.0,3.6,0.0,2.0,19.0,6.0,5.2,31.73666667,22.63166667,15.50108333,7.6753,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.4,55.68,12.0,3.0,5.0,3.273268354
-2.95,0.0,10.582,3.544,5.444,5.444,5.444,56.9,56.9,56.9,5.721,3.0,73.0,8.0,1.0,87.0,86.0,62.0,30.0,87.0,6.941,180.94788,174.00688,47.177416,53.5081856,15.9994,54.8,3290.0,3235.2,781.618,54.8,1.0,6.24,16.0,2.0,6.0,4.0,2.8,1.28,2.0,66.0,170.0,104.0,99.2,66.0,0.98,3.44,2.46,1.056,3.44,1.0,2.0,1.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,3.0,3.0,0.96,0.0,14.0,14.0,4.48,0.0,1.0,19.0,18.0,7.6,4.56,0.0,1.0,1.0,0.2,0.0,2.0,1.2,0.96,7.0,7.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.8,1.68,18.12,9.015,12.40566667,3.9608,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.8,104.16,12.0,5.0,7.0,3.683941988
-2.95,0.001,12.738,0.0,5.473,5.996,7.763,90.0,90.0,90.0,3.647,8.0,62.0,8.0,23.0,87.0,64.0,66.2,24.96,87.0,15.9994,150.36,134.3606,58.252916,50.7042192,15.9994,54.8,2750.0,2695.2,851.88,54.8,3.0,5.76,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,198.0,132.0,112.0,66.0,1.17,3.44,2.27,0.9864,3.44,1.0,2.0,1.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,4.0,4.0,1.28,0.0,6.0,6.0,1.92,0.0,5.0,8.0,3.0,6.2,0.72,0.0,1.0,1.0,0.2,0.0,2.0,1.2,0.96,6.0,6.0,1.92,0.0,8.0,8.0,1.6,2.56,0.0,2.0,8.0,4.2,2.64,33.23,24.125,15.745,7.968,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.2,89.04,12.0,3.0,5.0,3.273268354
-2.948,0.001,12.709,0.0,5.469,6.006,7.738,90.0,90.0,90.0,3.838,8.0,73.0,8.0,21.0,87.0,66.0,66.0,25.2,87.0,15.9994,180.94788,164.94848,74.789216,70.5477792,15.9994,54.8,3290.0,3235.2,965.48,54.8,3.0,5.76,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,199.0,133.0,113.4,66.0,1.155,3.44,2.285,1.014,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,3.0,3.0,0.96,0.0,14.0,14.0,4.56,0.0,6.0,19.0,13.0,8.8,4.08,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,7.0,7.0,2.24,0.0,9.0,9.0,1.8,2.88,0.0,2.0,9.0,4.4,2.88,33.8425,24.7375,15.8555,8.1006,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,3.0,5.0,3.273268354
-2.947,0.0,14.923,1.559,4.21,4.21,4.21,90.0,90.0,90.0,1.088,8.0,68.0,8.0,35.0,87.0,52.0,66.2,24.96,87.0,15.9994,167.259,151.2596,76.50324,72.604608,15.9994,54.8,1770.0,1715.2,740.88,54.8,3.0,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,189.0,123.0,115.2,66.0,1.24,3.44,2.2,1.056,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,5.76,0.0,6.0,14.0,8.0,9.2,3.84,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,0.0,0.0,0.0,0.0,2.0,2.0,0.8,0.96,0.0,2.0,2.0,2.0,0.0,30.585,21.48,17.697,10.3104,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,3.0,5.0,3.535533906
-2.947,0.0,16.978,4.236,4.395,4.395,4.395,90.0,90.0,90.0,6.314,8.0,91.0,8.0,3.0,87.0,84.0,56.4,36.72,87.0,15.9994,231.03586,215.03646,63.626472,66.9637552,15.9994,54.8,1845.0,1790.2,469.186,54.8,1.0,6.72,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,203.0,137.0,120.2,66.0,0.82,3.44,2.62,1.0944,3.44,1.0,2.0,1.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.32,0.0,2.0,2.0,0.64,0.0,1.0,6.0,5.0,4.8,1.52,0.0,1.0,1.0,0.2,0.0,2.0,1.2,0.96,9.0,9.0,2.88,0.0,12.0,12.0,2.4,3.84,0.0,1.0,21.0,5.6,6.16,73.10666667,64.00166667,25.12033333,19.2184,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,80.8,82.56,12.0,5.0,7.0,3.683941988
-2.947,0.6,12.397,1.864,5.409,5.933,7.727,90.0,90.0,90.0,3.147,8.0,90.0,8.0,16.0,87.0,71.0,67.0,24.0,87.0,15.9994,232.03806,216.03866,67.793891,65.6976676,15.9994,54.8,2023.0,1968.2,791.08,54.8,3.0,4.8,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,206.0,140.0,106.0,66.0,1.3,3.44,2.14,0.888,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,7.0,7.0,2.16,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.2,1.12,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,8.0,8.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.4,1.84,32.37,23.265,13.986,7.3536,9.105,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.30969424,0.495510784,0.0,12.0,225.0,213.0,91.0,94.8,12.0,4.0,6.0,3.380617019
-2.946,0.0,11.113,4.139,5.277,5.565,7.569,90.0,90.0,90.0,4.486,8.0,39.0,8.0,12.0,87.0,75.0,69.4,22.96,87.0,15.9994,88.90585,72.90645,41.32541,30.391212,15.9994,54.8,1799.0,1744.2,453.262,54.8,3.0,3.92,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,190.0,124.0,102.0,66.0,1.22,3.44,2.22,0.924,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.6,4.0,0.0,10.0,10.0,3.12,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0,6.8,2.48,0.0,0.0,0.0,0.0,0.0,5.0,2.2,1.12,9.0,9.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,2.4,32.365,23.26,15.7075,7.923,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.8,56.16,12.0,3.0,5.0,3.273268354
-2.945,0.0,16.231,1.645,4.33,4.33,4.33,90.0,90.0,90.0,2.173,8.0,64.0,8.0,21.0,87.0,66.0,61.8,30.24,87.0,15.9994,157.25,141.2506,70.04964,64.860288,15.9994,54.8,1586.0,1531.2,624.68,54.8,3.0,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,199.0,133.0,118.6,66.0,1.155,3.44,2.285,1.086,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.32,0.0,7.0,7.0,2.88,0.0,6.0,10.0,4.0,7.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,2.88,0.0,9.0,9.0,3.2,3.84,0.0,2.0,16.0,6.2,5.04,33.8425,24.7375,18.6415,11.4438,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,3.0,5.0,3.273268354
-2.945,0.0,13.765,0.0,5.615,5.983,8.195,90.0,90.0,90.0,4.844,8.0,89.0,8.0,14.0,87.0,73.0,64.6,26.88,87.0,15.9994,227.0,211.0006,91.189216,90.2277792,15.9994,54.8,3290.0,3235.2,955.48,54.8,3.0,5.76,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,215.0,149.0,116.6,66.0,1.1,3.44,2.34,1.0272,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,3.0,3.0,0.96,0.0,14.0,14.0,4.48,0.0,3.0,19.0,16.0,8.0,4.4,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.4,2.88,44.5125,35.4075,17.9895,10.6614,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,3.0,5.0,3.273268354
-2.943,1.0,11.9,3.057,5.383,5.594,7.903,90.0,90.0,90.0,2.972,8.0,40.0,8.0,44.0,87.0,43.0,71.4,18.72,87.0,15.9994,91.224,75.2246,38.832049,27.3991788,15.9994,54.8,2128.0,2073.2,762.28,54.8,4.0,5.04,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,175.0,109.0,102.4,66.0,1.33,3.44,2.11,0.96,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,5.0,5.0,1.68,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.8,0.72,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,8.0,8.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.8,2.16,23.195,14.09,12.19951724,4.398193103,9.105,0.0,0.0,0.0,0.0,0.0,0.000310121,0.000310121,6.2e-05,9.92e-05,0.0,12.0,217.0,205.0,89.4,92.88,12.0,4.0,6.0,3.380617019
-2.943,-0.001,12.853,0.0,5.536,5.995,7.745,90.0,90.0,90.0,-12.815,8.0,73.0,8.0,39.0,87.0,48.0,69.6,20.88,87.0,15.9994,180.94788,164.94848,80.400016,77.2807392,15.9994,54.8,3290.0,3235.2,909.28,54.8,3.0,5.76,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,187.0,121.0,111.0,66.0,1.26,3.44,2.18,0.9888,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,3.0,3.0,0.96,0.0,14.0,14.0,6.72,0.0,6.0,19.0,13.0,10.6,5.52,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,7.0,7.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.6,1.76,34.12,25.015,15.911,8.1672,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,3.0,5.0,3.273268354
-2.942,0.4,12.128,3.389,5.38,5.846,7.711,90.0,90.0,90.0,4.005,8.0,90.0,8.0,16.0,87.0,71.0,67.6,23.28,87.0,15.9994,232.03806,216.03866,67.745932,65.7168512,15.9994,54.8,2023.0,1968.2,783.08,54.8,3.0,4.56,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,206.0,140.0,105.6,66.0,1.3,3.44,2.14,0.8808,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,8.0,8.0,2.4,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,6.4,1.44,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,8.0,8.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.2,1.92,32.37,23.265,14.001,7.3476,9.105,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.11907894,0.190526304,0.0,12.0,225.0,213.0,97.2,102.24,12.0,4.0,6.0,3.380617019
-2.941,0.0,16.073,1.649,4.315,4.315,4.315,90.0,90.0,90.0,4.361,8.0,65.0,8.0,17.0,87.0,70.0,61.4,30.72,87.0,15.9994,158.92535,142.92595,69.56624,64.280208,15.9994,54.8,1629.0,1574.2,599.48,54.8,3.0,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,203.0,137.0,119.0,66.0,1.13,3.44,2.31,1.0896,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.88,0.0,5.0,11.0,6.0,6.8,1.68,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,0.0,0.0,0.0,0.0,11.0,11.0,3.2,3.84,0.0,2.0,11.0,4.4,2.88,35.675,26.57,18.94533333,11.8084,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,3.0,5.0,3.273268354
-2.941,0.8,9.218,1.431,5.047,5.068,7.207,90.0,90.0,90.0,1.85,4.0,94.0,8.0,24.0,87.0,63.0,70.4,19.92,87.0,9.012182,244.0,234.987818,60.2020764,73.51916944,15.9994,54.8,1560.0,1505.2,527.48,54.8,2.0,6.48,16.0,2.0,7.0,5.0,3.0,1.6,2.0,66.0,187.0,121.0,96.2,66.0,1.28,3.44,2.16,0.9672,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.92,0.0,2.0,8.0,6.0,5.6,1.44,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,0.0,0.0,0.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,8.0,2.8,2.08,18.08,10.19,10.657,2.9692,9.105,0.0,0.0,0.0,0.0,0.0,0.318003638,0.318003638,0.063600728,0.101761164,0.0,11.0,194.0,183.0,48.2,58.32,12.0,4.0,6.0,3.380617019
-2.941,0.4,13.611,1.406,5.67,5.767,8.324,90.0,90.0,90.0,-6.807,8.0,61.0,8.0,21.0,87.0,66.0,65.6,25.68,87.0,15.9994,145.0,129.0006,48.78794,39.346248,15.9994,54.8,2183.0,2128.2,744.08,54.8,3.0,5.76,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,199.0,133.0,110.0,66.0,1.155,3.44,2.285,0.9828,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,3.0,3.0,0.96,0.0,5.0,5.0,1.6,0.0,5.0,7.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,7.0,7.0,2.24,0.0,9.0,9.0,1.8,2.88,0.0,2.0,9.0,4.4,2.88,33.8425,24.7375,14.8335,7.6036,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,3.0,5.0,3.273268354
-2.94,0.0,15.525,1.911,4.266,4.266,4.266,90.0,90.0,90.0,1.453,8.0,64.0,8.0,12.0,87.0,75.0,60.0,32.4,87.0,15.9994,157.25,141.2506,58.83081,51.397692,15.9994,54.8,1799.0,1744.2,709.88,54.8,3.0,6.24,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,196.0,130.0,116.8,66.0,1.2,3.44,2.24,1.0704,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.48,0.0,7.0,7.0,2.24,0.0,3.0,10.0,7.0,6.2,1.52,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,4.32,0.0,7.0,7.0,1.4,2.24,0.0,2.0,16.0,6.2,5.04,32.365,23.26,18.346,11.0892,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,3.0,5.0,3.273268354
-2.94,0.567,13.853,0.0,5.72,5.961,8.125,90.0,90.0,90.0,2.358,8.0,92.0,8.0,20.0,87.0,67.0,70.8,20.32,87.0,15.9994,238.02891,222.02951,62.60172972,70.17087211,15.9994,54.8,1408.0,1353.2,501.174,54.8,3.0,3.92,16.0,2.0,7.0,5.0,3.2,1.52,2.0,66.0,196.0,130.0,103.0,66.0,1.38,3.44,2.06,0.9336,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.6,4.0,0.0,1.0,1.0,0.32,0.0,3.0,3.0,0.96,0.0,3.0,6.0,3.0,5.4,0.96,0.0,0.0,0.0,0.0,0.0,5.0,2.2,1.12,9.0,9.0,2.88,0.0,11.0,11.0,2.2,3.52,0.0,2.0,20.0,6.2,5.52,20.025,10.92,12.764,4.3908,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,64.8,64.08,12.0,3.0,5.0,3.273268354
-2.937,0.6,16.614,0.0,4.363,4.363,4.363,90.0,90.0,90.0,3.523,8.0,93.0,8.0,22.0,87.0,65.0,64.4,27.12,87.0,15.9994,237.0,221.0006,91.61044,90.733248,15.9994,54.8,1092.0,1037.2,434.68,54.8,3.0,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,190.0,124.0,115.0,66.0,1.26,3.44,2.18,1.0224,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.32,0.0,14.0,14.0,4.32,0.0,6.0,16.0,10.0,8.2,3.12,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,2.88,0.0,10.0,10.0,2.0,3.2,0.0,0.0,19.0,5.0,5.6,34.12,25.015,15.97775,8.2473,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,64.6,64.16,12.0,3.0,5.0,3.273268354
-2.936,0.0,13.982,0.0,4.12,4.12,4.12,90.0,90.0,90.0,4.086,8.0,67.0,8.0,33.0,87.0,54.0,67.6,23.28,87.0,15.9994,164.93032,148.93092,60.830504,53.7973248,15.9994,54.8,2128.0,2073.2,807.88,54.8,3.0,6.0,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,192.0,126.0,113.0,66.0,1.23,3.44,2.21,1.0368,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,2.0,2.0,0.64,0.0,11.0,11.0,3.52,0.0,4.0,13.0,9.0,7.0,2.4,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,8.0,8.0,2.56,0.0,3.0,3.0,0.6,0.96,0.0,2.0,8.0,3.4,1.84,30.73333333,21.62833333,16.24866667,8.5724,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,3.0,5.0,3.273268354
-2.936,0.8,11.38,0.379,5.293,5.739,7.493,90.0,90.0,90.0,3.468,8.0,39.0,8.0,12.0,87.0,75.0,65.0,26.4,87.0,15.9994,88.90585,72.90645,38.368419,26.8428228,15.9994,54.8,1799.0,1744.2,696.48,54.8,3.0,5.28,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,190.0,124.0,105.4,66.0,1.22,3.44,2.22,0.9864,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,5.0,5.0,1.52,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.6,1.04,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,2.4,32.365,23.26,14.03351724,7.332593103,9.105,0.0,0.0,0.0,0.0,0.0,0.000310121,0.000310121,6.2e-05,9.92e-05,0.0,12.0,217.0,205.0,89.4,92.88,12.0,3.0,5.0,3.273268354
