e_form,e_hull,vpa,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData mean Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData maximum AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData avg_dev MeltingT,MagpieData maximum Column,MagpieData minimum Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData range NsValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mode NpValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData mode NdValence,MagpieData range NfValence,MagpieData maximum NValence,MagpieData range NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData mean NpUnfilled,MagpieData minimum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData minimum GSbandgap,MagpieData range GSbandgap,MagpieData avg_dev GSmagmom,MagpieData mean SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state
-1.22,1.399,16.257,90.0,-5.81,8.0,64.0,24.2,8.0,27.0,87.0,74.4,157.25,48.041472,15.9994,54.8,1586.0,1531.2,615.936,16.0,2.0,1.44,2.0,43.92,66.0,2.24,2.74,0.0,4.0,4.0,4.0,10.0,2.2,0.0,7.0,15.0,0.0,0.0,0.0,3.0,1.8,0.0,9.0,1.8,7.0,7.0,2.24,0.0,5.0,4.4,2.0,16.308,8.6436,0.0,0.0,0.0,79.2,12.0,-2.0,3.0
-1.22,0.301,11.768,90.0,4.367,8.0,75.0,29.2,8.0,54.0,87.0,76.0,186.207,62.898336,15.9994,54.8,3459.0,3404.2,1100.2392,16.0,2.0,1.68,2.0,39.36,66.0,1.54,2.83,1.0,4.0,4.0,4.0,10.0,3.0,0.0,14.0,21.0,1.0,0.32,0.0,2.0,1.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.4,1.04,2.0,11.66,3.066,0.0,0.0,0.0,91.0,12.0,-2.0,5.0
-1.218,1.168,15.901,90.0,-2.482,8.0,94.0,32.4,8.0,24.0,87.0,68.2,244.0,75.137088,15.9994,54.8,2607.0,2552.2,818.496,16.0,2.0,1.92,2.0,48.24,66.0,2.16,2.76,1.0,4.0,4.0,4.0,7.0,1.4,0.0,6.0,8.0,1.0,0.32,0.0,2.0,1.2,0.0,3.0,0.6,8.0,8.0,2.56,0.0,3.6,1.92,2.0,11.781,3.2112,0.0,0.0,0.101761164,48.2,12.0,-2.0,3.0
-1.217,1.272,18.133,90.0,-6.889,8.0,60.0,27.2,8.0,19.0,90.0,74.0,144.242,57.562368,15.9994,54.8,1294.0,1239.2,457.6944,16.0,2.0,1.68,2.0,49.68,66.0,2.3,2.712,0.0,4.0,4.0,4.0,10.0,2.0,0.0,4.0,16.0,0.0,0.0,0.0,2.0,1.6,0.0,0.0,0.0,10.0,10.0,3.2,0.0,3.6,2.56,2.0,19.37766667,12.3272,0.0,0.464,0.0,76.4,12.0,-2.0,4.0
-1.216,2.234,17.835,90.0,-0.903,5.0,90.0,23.8,8.0,16.0,87.0,69.8,232.03806,69.5474432,15.9994,54.8,2348.0,2293.2,1022.736,16.0,2.0,1.6,2.0,43.36,66.0,2.14,2.732,0.0,4.0,4.0,4.0,2.0,0.4,0.0,0.0,6.0,0.0,0.0,0.0,5.0,2.2,0.0,8.0,1.6,0.0,0.0,0.0,0.0,3.8,2.16,2.0,13.3715,7.5994,0.0,1.524,0.0,85.4,12.0,0.0,0.0
-1.213,1.138,12.476,90.0,3.661,8.0,77.0,34.8,8.0,48.0,87.0,73.8,192.217,81.8798592,15.9994,54.8,3290.0,3235.2,1420.656,16.0,2.0,1.92,2.0,42.96,66.0,1.94,2.804,0.0,4.0,4.0,4.0,7.0,2.0,0.0,14.0,23.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3.2,1.52,2.0,11.929,3.3888,0.0,0.0,0.0,98.0,12.0,-2.0,3.0
-1.213,0.662,11.75,90.0,1.023,8.0,76.0,22.4,8.0,57.0,87.0,77.2,190.23,55.089344,15.9994,54.8,3306.0,3251.2,988.656,16.0,2.0,1.2,2.0,36.72,66.0,2.13,2.766,0.0,4.0,4.0,4.0,6.0,1.2,0.0,14.0,22.0,0.0,0.0,0.0,2.0,1.2,0.0,4.0,0.8,0.0,0.0,0.0,0.0,2.0,0.8,2.0,12.859,4.5048,0.0,0.0,0.0,84.8,12.0,-2.0,4.0
-1.212,0.91,15.154,90.0,-4.013,8.0,79.0,34.8,8.0,41.0,87.0,73.6,196.966569,81.58429656,15.9994,54.8,1936.0,1881.2,759.2952,16.0,2.0,1.92,2.0,45.84,66.0,2.17,2.826,1.0,4.0,4.0,4.0,10.0,2.2,0.0,14.0,25.0,1.0,0.32,0.0,2.0,1.2,0.0,9.0,1.8,0.0,0.0,0.0,0.0,3.2,2.32,2.0,14.576,6.5652,0.0,0.0,0.000719072,91.0,12.0,-2.0,3.0
-1.212,1.256,9.392,90.0,-1.581,8.0,28.0,14.8,8.0,43.0,87.0,73.0,58.6934,17.894784,15.9994,54.8,1941.0,1886.2,854.256,16.0,2.0,0.96,2.0,36.48,66.0,1.9,2.754,0.0,4.0,4.0,4.0,8.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,1.2,0.0,8.0,2.0,0.0,0.0,0.0,0.0,3.2,1.92,2.0,10.865,2.33,0.0,0.0,0.190524501,91.0,12.0,-2.0,4.0
-1.209,0.2,13.765,90.0,-1.062,8.0,37.0,17.4,8.0,4.0,87.0,64.0,85.4678,26.23536,15.9994,54.8,1811.0,1756.2,541.3712,16.0,2.0,1.2,2.0,52.8,66.0,2.62,2.594,1.0,4.0,4.0,4.0,6.0,1.2,0.0,0.0,8.0,1.0,0.32,0.0,2.0,1.2,0.0,4.0,0.8,0.0,0.0,0.0,0.0,2.2,0.72,2.0,25.7535,25.9876,0.0,0.0,0.675412096,98.8,12.0,0.0,0.0
-1.208,0.851,10.503,90.0,-1.828,8.0,31.0,16.0,8.0,52.0,87.0,77.4,69.723,22.2389388,15.9994,54.8,1519.0,1464.2,448.6952,16.0,2.0,0.96,2.0,30.96,66.0,1.89,2.736,0.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,2.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.2,1.44,2.0,11.33201724,3.010193103,0.0,0.0,9.92e-05,63.4,12.0,-2.0,3.0
-1.206,0.764,18.259,90.0,-3.82,8.0,80.0,32.6,8.0,17.0,87.0,69.8,200.59,74.279724,15.9994,54.8,1204.0,1149.2,353.3824,16.0,2.0,1.92,2.0,48.72,66.0,2.31,2.69,0.0,4.0,4.0,4.0,10.0,2.0,0.0,14.0,26.0,0.0,0.0,0.0,2.0,1.2,0.0,0.0,0.0,11.0,11.0,3.52,0.0,3.4,3.04,2.0,17.64551724,10.24862069,0.0,0.0,0.0,79.2,12.0,-2.0,4.0
-1.206,0.874,11.127,90.0,0.505,8.0,43.0,18.0,8.0,46.0,87.0,72.0,98.0,28.066248,15.9994,54.8,2430.0,2375.2,1080.816,16.0,2.0,1.2,2.0,40.32,66.0,1.81,2.77,0.0,4.0,4.0,4.0,5.0,1.6,0.0,0.0,7.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,2.4,0.0,0.0,0.0,0.0,3.6,1.92,2.0,10.922,2.1804,0.0,0.0,0.0,91.8,12.0,-2.0,5.0
-1.204,0.902,13.602,90.0,-0.917,8.0,79.0,34.4,8.0,37.0,87.0,72.8,196.966569,80.13647496,15.9994,54.8,1818.0,1763.2,730.9752,16.0,2.0,1.92,2.0,46.56,66.0,2.19,2.822,1.0,4.0,4.0,4.0,10.0,2.0,0.0,14.0,25.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,1.0,1.0,0.32,0.0,1.6,0.48,2.0,14.759,6.7848,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-1.203,0.259,12.535,90.0,-13.44,8.0,44.0,15.8,8.0,2.0,87.0,63.8,101.07,26.66336246,15.9994,54.8,2607.0,2552.2,791.4184,16.0,2.0,0.96,2.0,43.2,66.0,2.51,2.69,1.0,4.0,4.0,4.0,7.0,1.4,0.0,0.0,8.0,1.0,0.48,0.0,2.0,1.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.2,0.72,2.0,14.01366667,6.091866667,0.0,0.0,0.0,91.8,12.0,-2.0,5.0
-1.203,2.031,16.532,90.0,-6.368,8.0,62.0,20.0,8.0,23.0,87.0,72.4,150.36,42.028504,15.9994,54.8,1687.0,1632.2,701.376,16.0,2.0,1.2,2.0,42.48,66.0,2.27,2.678,0.0,4.0,4.0,4.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,8.0,8.0,2.56,0.0,3.6,1.92,2.0,16.197,8.5104,0.0,0.773,0.0,85.8,12.0,-2.0,4.0
-1.203,0.994,15.991,90.0,-4.397,8.0,67.0,27.4,8.0,33.0,87.0,71.2,164.93032,57.4443648,15.9994,54.8,1828.05,1773.25,831.708,16.0,2.0,1.68,2.0,47.76,66.0,2.21,2.75,2.0,4.0,4.0,4.0,10.0,2.0,0.0,11.0,13.0,0.0,0.0,0.0,2.0,1.2,0.0,0.0,0.0,3.0,3.0,0.96,0.0,1.8,0.72,2.0,14.49166667,6.496666667,0.0,0.0,0.0,91.0,12.0,0.0,0.0
-1.202,1.46,12.281,90.0,0.094,8.0,40.0,19.4,8.0,44.0,87.0,77.8,91.224,32.195232,15.9994,54.8,2128.0,2073.2,746.016,16.0,2.0,1.2,2.0,38.88,66.0,2.11,2.766,0.0,4.0,4.0,4.0,10.0,2.4,0.0,0.0,15.0,0.0,0.0,0.0,3.0,1.8,0.0,8.0,1.6,0.0,0.0,0.0,0.0,3.4,1.84,2.0,14.537,6.5184,0.0,0.0,0.0,79.2,12.0,-2.0,4.0
-1.202,1.95,14.621,90.0,-4.789,4.0,69.0,19.4,8.0,37.0,87.0,73.0,168.93421,49.49811664,15.9994,54.8,1818.0,1763.2,784.416,16.0,2.0,1.28,2.0,37.28,66.0,2.19,2.628,0.0,4.0,4.0,4.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,2.0,1.2,0.0,0.0,0.0,1.0,1.0,0.32,0.0,1.4,0.72,2.0,12.997,6.7132,0.0,0.0,0.0,84.8,12.0,0.0,0.0
-1.202,1.289,11.744,90.0,-1.402,8.0,45.0,21.8,8.0,44.0,87.0,72.8,102.9055,38.911368,15.9994,54.8,2237.0,2182.2,1021.296,16.0,2.0,1.44,2.0,44.4,66.0,2.11,2.786,1.0,4.0,4.0,4.0,8.0,2.0,0.0,0.0,9.0,1.0,0.32,0.0,2.0,1.2,0.0,8.0,2.0,0.0,0.0,0.0,0.0,3.4,1.84,2.0,12.83,4.47,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-1.201,1.262,18.836,90.0,-2.614,8.0,93.0,39.0,8.0,22.0,87.0,69.2,237.0,96.020448,15.9994,54.8,2041.4,1986.6,683.712,16.0,2.0,2.16,2.0,46.56,66.0,2.08,2.792,1.0,4.0,4.0,4.0,9.0,2.0,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.2,0.0,9.0,2.0,10.0,10.0,3.2,0.0,5.4,5.44,2.0,12.15775,3.6633,0.0,0.0,0.0,64.6,12.0,-2.0,4.0
-1.197,1.251,14.691,90.0,-4.931,8.0,71.0,28.0,8.0,41.0,87.0,72.2,174.9668,59.00964,15.9994,54.8,2237.0,2182.2,975.216,16.0,2.0,1.68,2.0,47.28,66.0,2.17,2.774,1.0,4.0,4.0,4.0,8.0,1.8,0.0,14.0,17.0,1.0,0.32,0.0,2.0,1.2,0.0,9.0,2.2,0.0,0.0,0.0,0.0,3.6,2.16,2.0,13.964,5.9604,0.0,0.0,0.000719072,91.0,12.0,-2.0,3.0
-1.197,1.251,14.691,90.0,-4.931,8.0,71.0,28.0,8.0,41.0,87.0,72.2,174.9668,59.00964,15.9994,54.8,2237.0,2182.2,975.216,16.0,2.0,1.68,2.0,47.28,66.0,2.17,2.774,1.0,4.0,4.0,4.0,8.0,1.8,0.0,14.0,17.0,1.0,0.32,0.0,2.0,1.2,0.0,9.0,2.2,0.0,0.0,0.0,0.0,3.6,2.16,2.0,13.964,5.9604,0.0,0.0,0.000719072,91.0,12.0,-2.0,3.0
-1.197,0.996,15.714,90.0,-2.125,8.0,94.0,39.2,8.0,24.0,87.0,69.6,244.0,97.700448,15.9994,54.8,2041.4,1986.6,682.752,16.0,2.0,2.16,2.0,45.84,66.0,2.16,2.776,1.0,4.0,4.0,4.0,9.0,1.8,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.2,0.0,1.0,0.2,8.0,8.0,2.56,0.0,3.2,1.92,2.0,12.083,3.5736,0.0,0.0,0.101761164,54.4,12.0,-2.0,4.0
-1.194,0.757,17.337,90.0,-3.507,8.0,61.0,26.4,8.0,21.0,87.0,69.4,145.0,53.008656,15.9994,54.8,1373.0,1318.2,599.5992,16.0,2.0,1.68,2.0,50.88,66.0,2.285,2.681,1.0,4.0,4.0,4.0,10.0,2.0,0.0,5.0,11.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,9.0,9.0,2.88,0.0,3.2,2.32,2.0,15.4975,7.671,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-1.193,1.97,15.745,90.0,-5.984,8.0,65.0,20.6,8.0,29.0,87.0,73.6,158.92535,44.769416,15.9994,54.8,1687.0,1632.2,769.536,16.0,2.0,1.2,2.0,41.52,66.0,2.23,2.686,0.0,4.0,4.0,4.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0,5.0,1.6,0.0,3.0,1.2,2.0,15.89833333,8.152,0.0,0.773,0.0,91.4,12.0,0.0,0.0
-1.191,1.308,13.892,90.0,-2.392,8.0,77.0,28.2,8.0,44.0,87.0,73.0,192.217,60.346128,15.9994,54.8,2739.0,2684.2,1141.776,16.0,2.0,1.68,2.0,44.16,66.0,2.11,2.77,0.0,4.0,4.0,4.0,7.0,1.8,0.0,14.0,23.0,0.0,0.0,0.0,2.0,1.2,0.0,8.0,2.2,0.0,0.0,0.0,0.0,3.4,1.84,2.0,12.944,4.6068,0.0,0.0,0.0,91.0,12.0,-2.0,4.0
-1.191,1.704,15.572,90.0,-5.636,8.0,66.0,26.4,8.0,31.0,87.0,68.4,162.5,54.350688,15.9994,54.8,2896.0,2841.2,1073.136,16.0,2.0,1.68,2.0,51.36,66.0,2.22,2.74,1.0,4.0,4.0,4.0,5.0,1.0,0.0,10.0,12.0,1.0,0.32,0.0,2.0,1.2,0.0,5.0,1.0,4.0,4.0,1.28,0.0,3.2,1.44,2.0,14.849,6.8928,0.0,0.0,0.0,91.8,12.0,-2.0,3.0
-1.19,1.383,12.499,90.0,4.31,5.0,41.0,14.0,8.0,47.0,87.0,76.0,92.90638,25.0253056,15.9994,54.8,2750.0,2695.2,1197.216,16.0,2.0,0.96,2.0,29.92,66.0,1.84,2.792,1.0,4.0,4.0,4.0,4.0,0.8,0.0,0.0,6.0,1.0,0.32,0.0,5.0,2.2,0.0,6.0,1.2,0.0,0.0,0.0,0.0,3.6,1.92,2.0,10.5335,3.0586,0.0,1.524,0.0,86.2,12.0,-2.0,3.0
-1.19,1.524,15.116,90.0,-5.164,8.0,68.0,27.0,8.0,35.0,87.0,69.8,167.259,55.982448,15.9994,54.8,2430.0,2375.2,981.696,16.0,2.0,1.68,2.0,48.96,66.0,2.2,2.692,0.0,4.0,4.0,4.0,5.0,1.0,0.0,12.0,14.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.0,2.0,2.0,0.64,0.0,2.6,0.96,2.0,14.437,6.4592,0.0,0.0,0.0,84.8,12.0,-2.0,3.0
-1.189,0.732,13.734,90.0,-0.603,8.0,79.0,33.6,8.0,29.0,87.0,71.2,196.966569,77.73434856,15.9994,54.8,1629.0,1574.2,685.6152,16.0,2.0,1.92,2.0,47.52,66.0,2.23,2.814,1.0,4.0,4.0,4.0,10.0,2.0,0.0,14.0,25.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,5.0,5.0,1.6,0.0,2.4,1.04,2.0,15.15033333,7.2544,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-1.188,1.455,15.678,90.0,-5.344,8.0,65.0,23.0,8.0,29.0,87.0,69.0,158.92535,43.865172,15.9994,54.8,1811.0,1756.2,799.296,16.0,2.0,1.44,2.0,46.56,66.0,2.23,2.672,0.0,4.0,4.0,4.0,6.0,1.2,0.0,9.0,11.0,0.0,0.0,0.0,2.0,1.2,0.0,4.0,0.8,5.0,5.0,1.6,0.0,3.0,1.2,2.0,13.95633333,7.112133333,0.0,0.0,0.675412096,91.8,12.0,-2.0,3.0
-1.187,0.265,18.927,90.0,-7.311,8.0,44.0,17.4,8.0,3.0,87.0,64.0,101.07,25.96068,15.9994,54.8,2607.0,2552.2,794.1656,16.0,2.0,1.2,2.0,52.08,66.0,2.62,2.668,1.0,4.0,4.0,4.0,7.0,1.4,0.0,0.0,8.0,1.0,0.48,0.0,2.0,1.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.2,0.72,2.0,22.78633333,20.12813333,0.0,0.0,0.0,91.8,12.0,-2.0,5.0
-1.186,1.123,12.214,90.0,1.156,8.0,74.0,27.8,8.0,47.0,87.0,71.8,183.84,58.7394192,15.9994,54.8,3695.0,3640.2,1520.496,16.0,2.0,1.68,2.0,46.56,66.0,1.84,2.856,1.0,4.0,4.0,4.0,4.0,1.6,0.0,14.0,20.0,1.0,0.32,0.0,2.0,1.2,0.0,6.0,2.4,0.0,0.0,0.0,0.0,3.8,2.16,2.0,12.309,3.8448,0.0,0.0,0.0,98.8,12.0,-2.0,4.0
-1.182,0.056,12.332,90.0,0.707,8.0,83.0,30.4,8.0,59.0,87.0,81.2,208.9804,67.172904,15.9994,54.8,2237.0,2182.2,659.136,16.0,2.0,1.68,2.0,37.92,66.0,1.42,2.924,1.0,4.0,4.0,4.0,10.0,3.6,0.0,14.0,29.0,1.0,0.32,0.0,3.0,1.8,0.0,2.0,0.4,0.0,0.0,0.0,0.0,2.4,0.48,2.0,14.781,7.2676,0.0,0.0,0.0,54.6,12.0,-2.0,3.0
-1.182,0.904,14.72,90.0,-0.9,8.0,80.0,28.6,8.0,12.0,87.0,68.8,200.59,61.799292,15.9994,54.8,1799.0,1744.2,543.7824,16.0,2.0,1.68,2.0,45.6,66.0,2.22,2.708,0.0,4.0,4.0,4.0,10.0,2.2,0.0,14.0,26.0,0.0,0.0,0.0,2.0,1.2,0.0,9.0,1.8,0.0,0.0,0.0,0.0,3.0,2.4,2.0,16.98351724,9.45422069,0.0,0.0,0.0,79.2,12.0,0.0,0.0
-1.18,0.776,12.189,90.0,3.385,8.0,74.0,26.2,8.0,51.0,87.0,79.2,183.84,54.423072,15.9994,54.8,3695.0,3640.2,1122.096,16.0,2.0,1.44,2.0,35.76,66.0,1.26,2.972,0.0,4.0,4.0,4.0,10.0,2.8,0.0,14.0,20.0,0.0,0.0,0.0,3.0,1.8,0.0,6.0,1.2,0.0,0.0,0.0,0.0,3.0,1.2,2.0,13.108,4.8036,0.0,0.0,0.0,86.2,12.0,-2.0,3.0
-1.177,2.169,17.65,90.0,-6.082,8.0,57.0,19.0,8.0,13.0,87.0,70.4,138.90547,38.3630544,15.9994,54.8,1687.0,1632.2,664.896,16.0,2.0,1.2,2.0,44.64,66.0,2.34,2.664,0.0,4.0,4.0,4.0,1.0,0.2,0.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,0.0,9.0,1.8,0.0,0.0,0.0,0.0,3.8,2.16,2.0,16.9305,9.3906,0.0,0.773,0.0,91.4,12.0,-2.0,4.0
-1.177,0.93,14.656,90.0,-0.976,8.0,80.0,34.0,8.0,31.0,87.0,72.6,200.59,79.461888,15.9994,54.8,1685.0,1630.2,507.3024,16.0,2.0,1.92,2.0,46.08,66.0,2.22,2.708,0.0,4.0,4.0,4.0,10.0,2.0,0.0,14.0,26.0,0.0,0.0,0.0,2.0,1.2,0.0,0.0,0.0,4.0,4.0,1.28,0.0,2.0,0.8,2.0,16.75851724,9.18422069,0.0,0.0,0.0,79.2,12.0,0.0,0.0
-1.177,0.716,16.469,90.0,-3.403,8.0,65.0,27.2,8.0,29.0,87.0,71.0,158.92535,56.35074,15.9994,54.8,1629.0,1574.2,661.0392,16.0,2.0,1.68,2.0,49.68,66.0,2.23,2.692,1.0,4.0,4.0,4.0,10.0,2.0,0.0,9.0,11.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,5.0,5.0,1.6,0.0,2.4,1.04,2.0,15.07633333,7.1656,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-1.176,2.045,16.774,90.0,-6.429,8.0,61.0,19.8,8.0,21.0,87.0,72.0,145.0,40.313304,15.9994,54.8,1687.0,1632.2,708.096,16.0,2.0,1.2,2.0,42.72,66.0,2.285,2.675,0.0,4.0,4.0,4.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,9.0,9.0,2.88,0.0,3.8,2.16,2.0,16.3195,8.6574,0.0,0.773,0.0,91.4,12.0,0.0,0.0
-1.176,0.112,12.273,90.0,2.962,8.0,82.0,30.0,8.0,56.0,87.0,79.6,207.2,66.305088,15.9994,54.8,2607.0,2552.2,773.0392,16.0,2.0,1.68,2.0,38.4,66.0,1.24,2.97,1.0,4.0,4.0,4.0,10.0,3.4,0.0,14.0,28.0,1.0,0.32,0.0,4.0,2.0,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.8,0.96,2.0,13.787,5.7292,0.0,0.0,0.0,91.0,12.0,-2.0,4.0
-1.176,0.138,12.35,90.0,1.594,8.0,83.0,30.2,8.0,56.0,87.0,80.6,208.9804,66.732384,15.9994,54.8,2607.0,2552.2,777.536,16.0,2.0,1.68,2.0,38.88,66.0,1.42,2.908,1.0,4.0,4.0,4.0,10.0,3.4,0.0,14.0,29.0,1.0,0.32,0.0,3.0,1.8,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.6,0.72,2.0,14.755,7.278,0.0,0.0,0.0,48.4,12.0,-2.0,3.0
-1.175,0.376,8.67,90.0,-5.451,3.0,26.0,10.6,8.0,1.0,87.0,63.4,55.845,13.475264,15.9994,54.8,1811.0,1756.2,530.0728,16.0,2.0,0.64,2.0,30.72,66.0,2.46,2.626,1.0,4.0,4.0,4.0,6.0,1.2,0.0,0.0,8.0,1.0,0.32,0.0,2.0,1.2,0.0,4.0,0.8,0.0,0.0,0.0,0.0,2.2,0.72,2.0,10.92766667,2.266266667,0.0,0.0,0.675412096,98.8,12.0,0.0,0.0
-1.171,1.308,11.622,90.0,2.844,4.0,42.0,14.0,8.0,50.0,87.0,75.6,95.96,26.14636944,15.9994,54.8,2896.0,2841.2,1043.136,16.0,2.0,0.96,2.0,28.32,66.0,1.87,2.81,1.0,4.0,4.0,4.0,5.0,1.0,0.0,0.0,6.0,1.0,0.32,0.0,2.0,1.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.4,1.44,2.0,10.179,2.2044,0.0,0.0,0.0,91.8,12.0,-2.0,4.0
-1.171,1.034,16.232,90.0,-4.539,8.0,66.0,27.2,8.0,31.0,87.0,70.8,162.5,56.861088,15.9994,54.8,1828.05,1773.25,816.828,16.0,2.0,1.68,2.0,47.76,66.0,2.22,2.748,2.0,4.0,4.0,4.0,10.0,2.0,0.0,10.0,12.0,0.0,0.0,0.0,2.0,1.2,0.0,0.0,0.0,4.0,4.0,1.28,0.0,2.0,0.8,2.0,14.593,6.6588,0.0,0.0,0.0,91.0,12.0,0.0,0.0
-1.171,0.539,10.19,90.0,-0.703,8.0,30.0,15.8,8.0,52.0,87.0,76.4,65.38,21.1966188,15.9994,54.8,1519.0,1464.2,504.4992,16.0,2.0,0.96,2.0,30.96,66.0,1.89,2.704,0.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.2,1.12,2.0,10.35251724,1.49702069,0.0,0.0,9.92e-05,89.4,12.0,-2.0,4.0
-1.17,0.347,13.994,90.0,-4.981,8.0,63.0,26.8,8.0,25.0,87.0,70.2,151.964,54.680016,15.9994,54.8,1234.93,1180.13,532.8792,16.0,2.0,1.68,2.0,50.64,66.0,2.255,2.687,1.0,4.0,4.0,4.0,10.0,2.0,0.0,7.0,11.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,7.0,7.0,2.24,0.0,2.8,1.68,2.0,16.021,8.2992,0.0,0.0,0.0,98.0,12.0,-2.0,3.0
-1.17,1.943,15.3,90.0,1.429,5.0,93.0,24.4,8.0,22.0,87.0,71.0,237.0,71.135264,15.9994,54.8,2348.0,2293.2,757.296,16.0,2.0,1.6,2.0,38.24,66.0,2.08,2.744,0.0,4.0,4.0,4.0,1.0,0.2,0.0,4.0,7.0,0.0,0.0,0.0,5.0,2.2,0.0,9.0,1.8,10.0,10.0,3.2,0.0,6.0,5.2,2.0,10.58825,3.1462,0.0,1.524,0.0,52.8,12.0,-2.0,3.0
-1.169,1.136,12.128,90.0,0.994,8.0,42.0,21.4,8.0,47.0,87.0,71.6,95.96,37.6482192,15.9994,54.8,2896.0,2841.2,1328.736,16.0,2.0,1.44,2.0,44.64,66.0,1.84,2.816,1.0,4.0,4.0,4.0,5.0,1.8,0.0,0.0,6.0,1.0,0.48,0.0,2.0,1.2,0.0,6.0,2.2,0.0,0.0,0.0,0.0,3.8,2.16,2.0,12.237,3.7584,0.0,0.0,0.0,98.8,12.0,-2.0,4.0
-1.168,1.735,15.662,90.0,-4.275,8.0,42.0,21.0,8.0,12.0,87.0,64.6,95.96,36.688092,15.9994,54.8,2896.0,2841.2,1100.496,16.0,2.0,1.44,2.0,50.88,66.0,2.22,2.74,1.0,4.0,4.0,4.0,5.0,1.2,0.0,0.0,6.0,1.0,0.32,0.0,2.0,1.2,0.0,9.0,2.8,0.0,0.0,0.0,0.0,4.2,2.64,2.0,15.074,7.1628,0.0,0.0,0.0,91.8,12.0,-2.0,3.0
-1.166,1.001,12.866,90.0,-1.2,8.0,91.0,32.2,8.0,18.0,87.0,68.2,231.03586,73.3096944,15.9994,54.8,1845.0,1790.2,855.228,16.0,2.0,1.92,2.0,49.68,66.0,1.94,2.804,2.0,4.0,4.0,4.0,10.0,2.2,0.0,2.0,10.0,0.0,0.0,0.0,2.0,1.2,0.0,9.0,1.8,12.0,12.0,3.84,0.0,5.4,6.24,2.0,13.381,5.1312,0.0,0.0,0.0,80.0,12.0,-2.0,4.0
